StockCode,Description,TotalQuantitySold,AvgUnitPrice,TransactionCount,TotalRevenue,Cluster(KMeans)
20964,POLYESTER FILLER PAD 60x40cm,2,2.55,1,5.1,Low Volume - Low Price
20966,SANDWICH BATH SPONGE,589,1.2453658536585366,41,733.520487804878,Low Volume - Low Price
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,257,3.75,75,963.75,Low Volume - Low Price
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1587,3.8157251908396947,259,6055.5558778625955,Low Volume - Low Price
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1078,3.7806410256410254,232,4075.5310256410253,Low Volume - Low Price
20971,PINK BLUE FELT CRAFT TRINKET BOX,7608,1.2684989429175475,461,9650.739957716702,High Volume - Low Price
20972,PINK CREAM FELT CRAFT TRINKET BOX ,7107,1.2743659420289857,537,9056.91875,High Volume - Low Price
20973,12 PENCIL SMALL TUBE WOODLAND,4003,0.6653583617747441,278,2663.4295221843004,Low Volume - Low Price
20974,12 PENCILS SMALL TUBE SKULL,6168,0.6483660130718955,294,3999.1215686274513,High Volume - Low Price
20975,12 PENCILS SMALL TUBE RED RETROSPOT,6280,0.6490595611285267,311,4076.0940438871476,High Volume - Low Price
20977,36 PENCILS TUBE WOODLAND,1522,1.248724832214765,146,1900.5591946308723,Low Volume - Low Price
20978,36 PENCILS TUBE SKULLS,1615,1.248978494623656,180,2017.1002688172043,Low Volume - Low Price
20979,36 PENCILS TUBE RED RETROSPOT,3363,1.24468,246,4185.85884,Low Volume - Low Price
20980,36 PENCILS TUBE POSY,18,1.25,12,22.5,Low Volume - Low Price
20981,12 PENCILS TALL TUBE WOODLAND,1832,0.85,212,1557.2,Low Volume - Low Price
20982,12 PENCILS TALL TUBE SKULLS,2015,0.8494222222222222,218,1711.5857777777778,Low Volume - Low Price
20983,12 PENCILS TALL TUBE RED RETROSPOT,2645,0.849486166007905,237,2246.8909090909087,Low Volume - Low Price
20984,12 PENCILS TALL TUBE POSY,3785,0.3627683615819209,168,1373.0782485875704,Low Volume - Low Price
20985,HEART CALCULATOR,1001,1.2751515151515151,90,1276.4266666666667,Low Volume - Low Price
20986,BLUE CALCULATOR RULER,462,1.3207936507936506,58,610.2066666666666,Low Volume - Low Price
20992,JAZZ HEARTS PURSE NOTEBOOK,4365,0.4600766283524904,244,2008.2344827586207,Low Volume - Low Price
20996,JAZZ HEARTS ADDRESS BOOK,3057,0.2522872340425532,184,771.2420744680852,Low Volume - Low Price
20997,ROSE DU SUD CUSHION COVER ,15,4.95,5,74.25,Low Volume - Low Price
20998,ROSE DU SUD OVEN GLOVE,119,2.935714285714286,28,349.35,Low Volume - Low Price
21000,ROSE DU SUD COSMETICS BAG,46,4.25,16,195.5,Low Volume - Low Price
21001,ROSE DU SUD WASHBAG ,25,5.950000000000001,12,148.75000000000003,Low Volume - Low Price
21002,ROSE DU SUD DRAWSTRING BAG,13,4.25,5,55.25,Low Volume - Low Price
21003,ROSE DU SUD CUSHION COVER,13,6.349999999999999,6,82.54999999999998,Low Volume - Low Price
21011,GLITTER SNOW PEAR TREE DECORATION,18,1.45,2,26.099999999999998,Low Volume - Low Price
21012,ANTIQUE ALL GLASS CANDLESTICK,564,2.085357142857143,81,1176.1414285714288,Low Volume - Low Price
21014,SWISS CHALET TREE DECORATION ,1233,0.41,66,505.53,Low Volume - Low Price
21015,DARK BIRD HOUSE TREE DECORATION,1247,0.322463768115942,67,402.1123188405797,Low Volume - Low Price
21018,BIRD BOX CHRISTMAS TREE DECORATION,22,0.85,4,18.7,Low Volume - Low Price
21025,SPACE FROG,100,1.465,16,146.5,Low Volume - Low Price
21026,SPACE OWL,143,1.3392,22,191.5056,Low Volume - Low Price
21027,NINJA RABBIT PINK,101,1.24,17,125.24,Low Volume - Low Price
21028,NINJA RABBIT BLACK,116,1.52,21,176.32,Low Volume - Low Price
21030,SPACE CADET RED,121,1.3026086956521739,21,157.61565217391305,Low Volume - Low Price
21031,SPACE CADET BLACK,40,1.36,10,54.400000000000006,Low Volume - Low Price
21032,SPACE CADET WHITE,65,1.476875,15,95.996875,Low Volume - Low Price
21033,JUMBO BAG CHARLIE AND LOLA TOYS,921,2.3135454545454546,109,2130.7753636363636,Low Volume - Low Price
21034,REX CASH+CARRY JUMBO SHOPPER,1872,0.95,862,1778.3999999999999,High Volume - Low Price
21035,SET/2 RED RETROSPOT TEA TOWELS ,2119,3.285418502202643,221,6961.8018061674,Low Volume - Low Price
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,75,1.24,24,93.0,Low Volume - Low Price
21039,RED RETROSPOT SHOPPING BAG,498,2.7083544303797464,79,1348.7605063291137,Low Volume - Low Price
21040,MODERN VINTAGE COTTON SHOPPING BAG,22,1.67,8,36.739999999999995,Low Volume - Low Price
21041,RED RETROSPOT OVEN GLOVE DOUBLE,573,2.95,141,1690.3500000000001,Low Volume - Low Price
21042,RED RETROSPOT APRON ,297,5.93859649122807,110,1763.7631578947369,Low Volume - Low Price
21043,APRON MODERN VINTAGE COTTON,443,2.2948275862068965,57,1016.6086206896551,Low Volume - Low Price
21051,RIBBONS PURSE ,108,2.1845833333333333,24,235.935,Low Volume - Low Price
21054,NURSE'S BAG SOFT TOY,68,8.95,27,608.5999999999999,Low Volume - Low Price
21055,TOOL BOX SOFT TOY ,140,9.492117647058823,83,1328.8964705882352,Low Volume - Low Price
21056,DOCTOR'S BAG SOFT TOY,172,9.725882352941175,68,1672.8517647058823,Low Volume - Low Price
21058,PARTY INVITES WOODLAND,1037,0.8639784946236558,88,895.9456989247311,Low Volume - Low Price
21059,PARTY INVITES DINOSAURS,561,0.85,78,476.84999999999997,Low Volume - Low Price
21060,PARTY INVITES BALLOON GIRL,356,0.85,53,302.59999999999997,Low Volume - Low Price
21061,PARTY INVITES FOOTBALL,412,0.8499999999999999,52,350.19999999999993,Low Volume - Low Price
21062,PARTY INVITES SPACEMAN,501,0.85,61,425.84999999999997,Low Volume - Low Price
21063,PARTY INVITES JAZZ HEARTS,483,0.8692592592592592,81,419.85222222222217,Low Volume - Low Price
21064,BOOM BOX SPEAKER BOYS,176,5.010000000000001,54,881.7600000000001,Low Volume - Low Price
21065,BOOM BOX SPEAKER GIRLS,487,4.347727272727273,40,2117.3431818181816,Low Volume - Low Price
21066,VINTAGE RED MUG,676,1.2351162790697674,42,834.9386046511628,Low Volume - Low Price
21067,VINTAGE RED TEATIME MUG,176,1.2419148936170212,44,218.57702127659573,Low Volume - Low Price
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1493,1.2170542635658914,128,1817.062015503876,Low Volume - Low Price
21069,VINTAGE BILLBOARD TEA MUG,1167,1.232075471698113,52,1437.8320754716979,Low Volume - Low Price
21070,VINTAGE BILLBOARD MUG ,1033,1.3265822784810126,77,1370.359493670886,Low Volume - Low Price
21071,VINTAGE BILLBOARD DRINK ME MUG,843,1.23009009009009,108,1036.9659459459458,Low Volume - Low Price
21078,SET/20 STRAWBERRY PAPER NAPKINS ,2494,0.8504878048780488,201,2121.1165853658536,Low Volume - Low Price
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12296,0.8391390728476821,734,10318.0540397351,High Volume - Low Price
21084,SET/6 COLLAGE PAPER CUPS,2175,0.2569158878504673,104,558.7920560747664,Low Volume - Low Price
21086,SET/6 RED SPOTTY PAPER CUPS,6589,0.6587837837837838,285,4340.726351351352,High Volume - Low Price
21087,SET/6 POSIES PAPER CUPS,126,0.466,10,58.716,Low Volume - Low Price
21088,SET/6 FRUIT SALAD PAPER CUPS,1564,0.2561333333333333,75,400.59253333333334,Low Volume - Low Price
21089,SET/6 GREEN SPRING PAPER CUPS,231,0.22833333333333336,24,52.745000000000005,Low Volume - Low Price
21090,SET/6 COLLAGE PAPER PLATES,1636,0.460327868852459,119,753.0963934426229,Low Volume - Low Price
21094,SET/6 RED SPOTTY PAPER PLATES,7351,0.8289634146341462,325,6093.710060975609,High Volume - Low Price
21095,SET/6 POSIES PAPER PLATES,95,0.85,9,80.75,Low Volume - Low Price
21096,SET/6 FRUIT SALAD  PAPER PLATES,1143,0.4482857142857143,70,512.3905714285714,Low Volume - Low Price
21098,CHRISTMAS TOILET ROLL,3137,1.3003763440860214,165,4079.280591397849,Low Volume - Low Price
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,1.65,8,70.95,Low Volume - Low Price
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,193,2.9042857142857144,34,560.5271428571428,Low Volume - Low Price
21107,CREAM SLICE FLANNEL PINK SPOT ,840,2.871212121212121,62,2411.8181818181815,Low Volume - Low Price
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,6932,1.4056,195,9743.6192,High Volume - Low Price
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",837,4.141780821917808,68,3466.6705479452057,Low Volume - Low Price
21110,LARGE CAKE TOWEL PINK SPOTS,773,5.49320987654321,79,4246.2512345679015,Low Volume - Low Price
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",789,2.1423076923076922,50,1690.2807692307692,Low Volume - Low Price
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1245,2.5917391304347825,46,3226.715217391304,Low Volume - Low Price
21114,LAVENDER SCENTED FABRIC HEART,1342,1.3197761194029851,129,1771.1395522388061,Low Volume - Low Price
21115,ROSE CARAVAN DOORSTOP,523,5.82187969924812,129,3044.843082706767,Low Volume - Low Price
21116,OWL DOORSTOP,489,4.948644067796611,117,2419.886949152543,Low Volume - Low Price
21117,BLOND DOLL DOORSTOP,115,1.5735294117647058,14,180.95588235294116,Low Volume - Low Price
21121,SET/10 RED POLKADOT PARTY CANDLES,6454,1.2467052023121388,338,8046.235375722544,High Volume - Low Price
21122,SET/10 PINK POLKADOT PARTY CANDLES,5208,1.2514150943396225,307,6517.369811320754,High Volume - Low Price
21123,SET/10 IVORY POLKADOT PARTY CANDLES,951,1.237766990291262,98,1177.1164077669903,Low Volume - Low Price
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3921,1.2475744680851064,230,4891.739489361702,Low Volume - Low Price
21125,SET 6 FOOTBALL CELEBRATION CANDLES,596,1.25,69,745.0,Low Volume - Low Price
21126,SET OF 6 GIRLS CELEBRATION CANDLES,488,1.2472463768115942,67,608.656231884058,Low Volume - Low Price
21128,GOLD FISHING GNOME,47,6.9193750000000005,16,325.21062500000005,Low Volume - Low Price
21129,SILVER FISHING GNOME ,43,8.214285714285714,21,353.21428571428567,Low Volume - Low Price
21131,GOLD STANDING GNOME,93,3.8676470588235294,17,359.69117647058823,Low Volume - Low Price
21132,SILVER STANDING GNOME   ,35,3.875,16,135.625,Low Volume - Low Price
21135,VICTORIAN  METAL POSTCARD SPRING,2416,1.6584705882352941,164,4006.8649411764704,Low Volume - Low Price
21136,PAINTED METAL PEARS ASSORTED,4467,1.69260989010989,354,7560.888379120879,High Volume - Low Price
21137,BLACK RECORD COVER FRAME,11391,3.6596894409937892,318,41687.522422360256,High Volume - Low Price
21143,ANTIQUE GLASS HEART DECORATION ,294,1.95,28,573.3,Low Volume - Low Price
21144,PINK POODLE HANGING DECORATION ,-12,0.38,1,-4.5600000000000005,Low Volume - Low Price
21145,ANTIQUE GLASS PLACE SETTING,122,1.25,8,152.5,Low Volume - Low Price
21147,JINGLE BELLS TREE DECORATION,89,2.2800000000000002,21,202.92000000000002,Low Volume - Low Price
21154,RED RETROSPOT OVEN GLOVE ,2975,1.2933455882352942,266,3847.7031250000005,Low Volume - Low Price
21155,RED RETROSPOT PEG BAG,2222,2.5172459893048127,367,5593.320588235294,Low Volume - Low Price
21156,RETROSPOT CHILDRENS APRON,3000,1.9993377483443706,300,5998.013245033112,Low Volume - Low Price
21157,RED RETROSPOT WASHBAG,49,2.1,14,102.9,Low Volume - Low Price
21158,MOODY GIRL DOOR HANGER ,1403,0.6142307692307691,147,861.7657692307691,Low Volume - Low Price
21159,MOODY BOY  DOOR HANGER ,1109,0.6914678899082569,108,766.8378899082569,Low Volume - Low Price
21161,KEEP OUT BOYS DOOR HANGER ,131,1.45,34,189.95,Low Volume - Low Price
21162,TOXIC AREA  DOOR HANGER ,1416,0.6095714285714285,137,863.1531428571428,Low Volume - Low Price
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1175,0.7063333333333334,111,829.9416666666667,Low Volume - Low Price
21164,HOME SWEET HOME METAL SIGN ,1708,2.9382868525896413,247,5018.593944223107,Low Volume - Low Price
21165,BEWARE OF THE CAT METAL SIGN ,4015,1.672391304347826,360,6714.651086956522,High Volume - Low Price
21166,COOK WITH WINE METAL SIGN ,10122,2.0378846153846157,613,20627.46807692308,High Volume - Low Price
21167,WHITE SAGE INCENSE,1210,0.21,26,254.1,Low Volume - Low Price
21169,YOU'RE CONFUSING ME METAL SIGN ,4263,1.6707202216066481,347,7122.280304709141,High Volume - Low Price
21171,BATHROOM METAL SIGN ,424,1.4333333333333333,60,607.7333333333333,Low Volume - Low Price
21172,PARTY METAL SIGN ,3322,1.4865714285714284,373,4938.390285714285,Low Volume - Low Price
21174,POTTERING IN THE SHED METAL SIGN,3926,2.069736842105263,371,8125.786842105263,High Volume - Low Price
21175,GIN + TONIC DIET METAL SIGN,9963,2.4634463276836156,699,24543.315762711863,High Volume - Low Price
21179,NO JUNK MAIL METAL SIGN,1773,0.7438285714285714,167,1318.808057142857,Low Volume - Low Price
21181,PLEASE ONE PERSON METAL SIGN,11876,2.0716597510373447,704,24603.031203319504,High Volume - Low Price
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,330,1.6385714285714283,33,540.7285714285714,Low Volume - Low Price
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,294,2.926470588235294,33,860.3823529411765,Low Volume - Low Price
21189,WHITE HONEYCOMB PAPER GARLAND ,165,1.65,29,272.25,Low Volume - Low Price
21190,PINK HEARTS PAPER GARLAND,118,1.575,8,185.85,Low Volume - Low Price
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,394,2.0813636363636365,44,820.0572727272728,Low Volume - Low Price
21192,WHITE BELL HONEYCOMB PAPER ,925,1.622093023255814,39,1500.4360465116279,Low Volume - Low Price
21194,PINK  HONEYCOMB PAPER FAN,427,0.9336956521739131,44,398.6880434782609,Low Volume - Low Price
21195,PINK  HONEYCOMB PAPER BALL ,417,1.8675,24,778.7475,Low Volume - Low Price
21196,ROUND WHITE CONFETTI IN TUBE,89,1.65,9,146.85,Low Volume - Low Price
21197,MULTICOLOUR  CONFETTI IN TUBE,222,1.5335714285714286,14,340.45285714285717,Low Volume - Low Price
21198,WHITE HEART CONFETTI IN TUBE,892,1.3677358490566036,52,1220.0203773584904,Low Volume - Low Price
21199,PINK  HEART CONFETTI IN TUBE,816,1.3754,49,1122.3264,Low Volume - Low Price
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1010,1.5012820512820513,39,1516.2948717948718,Low Volume - Low Price
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1174,2.5026315789473683,73,2938.0894736842106,Low Volume - Low Price
21202,DOLLY HONEYCOMB GARLAND,449,1.4595238095238094,20,655.3261904761904,Low Volume - Low Price
21204,DAISIES  HONEYCOMB GARLAND ,419,1.65,51,691.3499999999999,Low Volume - Low Price
21205,MULTICOLOUR 3D BALLS GARLAND,189,2.55,51,481.95,Low Volume - Low Price
21206,STRAWBERRY HONEYCOMB  GARLAND ,1218,1.5499999999999998,76,1887.8999999999999,Low Volume - Low Price
21207,SKULL AND CROSSBONES  GARLAND ,982,1.6290697674418604,84,1599.7465116279068,Low Volume - Low Price
21208,PASTEL COLOUR HONEYCOMB FAN,837,0.6008064516129032,61,502.875,Low Volume - Low Price
21209,MULTICOLOUR HONEYCOMB FAN,1123,0.6635483870967742,62,745.1648387096775,Low Volume - Low Price
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5547,1.4621983914209116,370,8110.814477211797,High Volume - Low Price
21211,SET OF 72 SKULL PAPER  DOILIES,816,1.4441176470588235,66,1178.4,Low Volume - Low Price
21212,PACK OF 72 RETROSPOT CAKE CASES,33409,0.5479907407407408,1041,18307.82265740741,High Volume - Low Price
21213,PACK OF 72 SKULL CAKE CASES,14261,0.5407031250000001,500,7710.967265625,High Volume - Low Price
21215,IVORY PAPER CUP CAKE CASES ,868,0.5480303030303031,63,475.6903030303031,Low Volume - Low Price
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1825,4.898,251,8938.849999999999,Low Volume - Low Price
21217,RED RETROSPOT ROUND CAKE TINS,966,9.86320754716981,264,9527.858490566037,Low Volume - Low Price
21218,RED SPOTTY BISCUIT TIN,2009,3.748433179723502,214,7530.602258064516,Low Volume - Low Price
21219,SET/4 BADGES BALLOON GIRL,323,1.3625581395348838,42,440.1062790697675,Low Volume - Low Price
21220,SET/4 BADGES DOGS,239,1.394047619047619,41,333.17738095238093,Low Volume - Low Price
21221,SET/4 BADGES CUTE CREATURES,201,1.3004166666666668,24,261.38375,Low Volume - Low Price
21222,SET/4 BADGES BEETLES,198,1.4728947368421053,35,291.6331578947368,Low Volume - Low Price
21224,SET/4 SKULL BADGES,728,1.2477380952380952,82,908.3533333333334,Low Volume - Low Price
21226,POCKET MIRROR WOODLAND,9,1.25,4,11.25,Low Volume - Low Price
21228,"POCKET MIRROR ""GLAMOROUS""",5,1.25,2,6.25,Low Volume - Low Price
21231,SWEETHEART CERAMIC TRINKET BOX,5600,1.2680481927710843,408,7101.0698795180715,High Volume - Low Price
21232,STRAWBERRY CERAMIC TRINKET BOX,9981,1.2523394495412843,639,12499.600045871559,High Volume - Low Price
21238,RED RETROSPOT CUP,3468,0.8473010380622837,286,2938.44,Low Volume - Low Price
21239,PINK  POLKADOT CUP,2553,0.8462135922330096,203,2160.3833009708737,Low Volume - Low Price
21240,BLUE POLKADOT CUP,3120,0.8407142857142856,220,2623.028571428571,Low Volume - Low Price
21242,RED RETROSPOT PLATE ,3039,1.6742794759825326,226,5088.135327510917,Low Volume - Low Price
21243,PINK  POLKADOT PLATE ,2105,1.6723999999999999,149,3520.4019999999996,Low Volume - Low Price
21244,BLUE POLKADOT PLATE ,2116,1.6725165562913906,150,3539.0450331125826,Low Volume - Low Price
21245,GREEN POLKADOT PLATE ,1014,1.6962135922330097,100,1719.9605825242718,Low Volume - Low Price
21246,RED RETROSPOT BIG BOWL,173,4.932926829268292,41,853.3963414634146,Low Volume - Low Price
21248,DOOR HANGER  MUM + DADS ROOM,186,1.45,53,269.7,Low Volume - Low Price
21249,WOODLAND  HEIGHT CHART STICKERS ,672,2.9145569620253164,79,1958.5822784810127,Low Volume - Low Price
21250,SET OF SKULL WALL STICKERS,92,2.926470588235294,17,269.235294117647,Low Volume - Low Price
21251,DINOSAUR HEIGHT CHART STICKER SET,165,2.95,35,486.75000000000006,Low Volume - Low Price
21253,SET OF PICTURE FRAME  STICKERS,66,2.8229411764705885,16,186.31411764705885,Low Volume - Low Price
21257,VICTORIAN SEWING BOX MEDIUM,477,7.974150943396227,157,3803.67,Low Volume - Low Price
21258,VICTORIAN SEWING BOX LARGE,364,12.702016129032257,124,4623.533870967742,Low Volume - Low Price
21259,VICTORIAN SEWING BOX SMALL ,1116,5.924024390243902,244,6611.2112195121945,Low Volume - Low Price
21260,FIRST AID TIN,1086,3.237828947368421,150,3516.2822368421052,Low Volume - Low Price
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,167,3.468518518518519,27,579.2425925925926,Low Volume - Low Price
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,263,3.459090909090909,53,909.7409090909091,Low Volume - Low Price
21263,GREEN GOOSE FEATHER TREE 60CM,163,1.95,37,317.84999999999997,Low Volume - Low Price
21264,WHITE GOOSE FEATHER TREE 60CM ,248,1.95,44,483.59999999999997,Low Volume - Low Price
21265,PINK GOOSE FEATHER TREE 60CM,128,1.95,16,249.6,Low Volume - Low Price
21268,VINTAGE BLUE TINSEL REEL,2,0.42,1,0.84,Low Volume - Low Price
21269,ANTIQUE CREAM CUTLERY SHELF ,28,8.5,18,238.0,Low Volume - Low Price
21270,ANTIQUE CREAM CUTLERY CUPBOARD,14,12.75,13,178.5,Low Volume - Low Price
21272,SALLE DE BAIN HOOK,501,1.2511764705882353,62,626.8394117647059,Low Volume - Low Price
21275,ZINC TOP  2 DOOR WOODEN SHELF ,5,16.768181818181816,11,83.84090909090908,Low Volume - Low Price
21277,FRENCH STYLE EMBOSSED HEART CABINET,21,21.361363636363635,22,448.58863636363634,Low Volume - Low Price
21278,VINTAGE KITCHEN PRINT PUDDINGS,43,2.55,7,109.64999999999999,Low Volume - Low Price
21279,VINTAGE KITCHEN PRINT FRUITS,62,2.55,13,158.1,Low Volume - Low Price
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,2.55,12,165.75,Low Volume - Low Price
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,2.55,6,89.25,Low Volume - Low Price
21284,RETROSPOT CANDLE  SMALL,349,1.1921428571428572,27,416.05785714285713,Low Volume - Low Price
21285,RETROSPOT CANDLE  MEDIUM,326,1.6108823529411767,34,525.1476470588236,Low Volume - Low Price
21286,RETROSPOT CANDLE  LARGE,255,1.2577777777777777,18,320.7333333333333,Low Volume - Low Price
21287,SCENTED VELVET LOUNGE CANDLE ,1788,0.508888888888889,54,909.8933333333334,Low Volume - Low Price
21288,STRIPEY CHOCOLATE NESTING BOXES,232,2.9034883720930234,41,673.6093023255814,Low Volume - Low Price
21289,LARGE STRIPES CHOCOLATE GIFT BAG,423,1.25,21,528.75,Low Volume - Low Price
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,920,0.85,40,782.0,Low Volume - Low Price
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,865,0.8165384615384615,26,706.3057692307692,Low Volume - Low Price
21293,MIRRORED DOVE WALL DECORATION,101,2.2068421052631577,18,222.89105263157893,Low Volume - Low Price
21294,ETCHED GLASS COASTER,1536,0.519,58,797.184,Low Volume - Low Price
21306,SET/4 DAISY MIRROR MAGNETS,468,0.5684615384615385,38,266.04,Low Volume - Low Price
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79,1.2646153846153847,13,99.9046153846154,Low Volume - Low Price
21310,CAPIZ CHANDELIER,1,29.95,1,29.95,Low Volume - Low Price
21311,SET/4 BIRD MIRROR MAGNETS ,451,0.5072,46,228.7472,Low Volume - Low Price
21313,GLASS HEART T-LIGHT HOLDER ,2812,0.8297872340425532,139,2333.3617021276596,Low Volume - Low Price
21314,SMALL GLASS HEART TRINKET POT,3531,2.085259067357513,382,7363.049766839379,High Volume - Low Price
21316,SMALL CHUNKY GLASS ROMAN  BOWL,149,1.654,9,246.446,Low Volume - Low Price
21317,GLASS SPHERE CANDLE STAND MEDIUM,95,5.3982758620689655,27,512.8362068965517,Low Volume - Low Price
21318,GLASS CHALICE BLUE SMALL ,663,0.8993617021276595,45,596.2768085106383,Low Volume - Low Price
21319,GLASS CHALICE GREEN  SMALL ,146,1.246923076923077,13,182.05076923076925,Low Volume - Low Price
21320,GLASS CHALICE GREEN  LARGE ,179,1.6338461538461537,12,292.4584615384615,Low Volume - Low Price
21324,HANGING MEDINA LANTERN SMALL,69,2.95,20,203.55,Low Volume - Low Price
21326,AGED GLASS SILVER T-LIGHT HOLDER,10067,0.6397260273972604,282,6440.12191780822,High Volume - Low Price
21327,SKULLS WRITING SET ,538,1.65,145,887.6999999999999,Low Volume - Low Price
21328,BALLOONS  WRITING SET ,760,1.6838144329896905,187,1279.6989690721648,Low Volume - Low Price
21329,DINOSAURS  WRITING SET ,589,1.688139534883721,168,994.3141860465116,Low Volume - Low Price
